Policy ID,Age,Gender,Vehicle Type,Fuel Type,City Tier,NCB,Vehicle Age,IDV,Exposure,Claims,Claim Amount,Accident Type,Weather,Fraud Flag
NS-00158,34,Female,Sedan,Diesel,Tier 1,50,6,979000,1.0,0,,,,0
NS-00611,38,Male,Two-Wheeler,Petrol,Tier 1,25,6,145000,1.0,0,,,,0
NS-01870,22,Male,Hatchback,Diesel,Tier 3,20,1,370000,1.0,0,,,,0
NS-01850,56,Female,Two-Wheeler,Petrol,Tier 3,20,4,140000,1.0,0,,,,0
NS-00343,35,Female,Hatchback,CNG,Tier 1,20,7,669000,1.0,0,,,,0
NS-01139,42,Male,Hatchback,Diesel,Tier 2,35,11,603000,1.0,0,,,,0
NS-00949,22,Female,Sedan,Petrol,Tier 1,25,11,951000,1.0,0,,,,0
NS-01704,56,Female,SUV,Diesel,Tier 2,45,0,1768000,1.0,0,,,,0
NS-00669,63,Female,SUV,CNG,Tier 1,35,10,1992000,1.0,0,,,,0
NS-00052,62,Male,SUV,Petrol,Tier 1,20,1,1298000,1.0,0,,,,0
NS-02022,36,Male,SUV,Petrol,Tier 3,0,1,1862000,1.0,0,,,,0
NS-01865,65,Female,SUV,Electric,Tier 3,0,11,956000,1.0,0,,,,0
NS-00966,26,Male,Sedan,Electric,Tier 1,20,8,970000,1.0,0,,,,0
NS-01966,45,Male,SUV,Diesel,Tier 3,20,10,1506000,1.0,0,,,,0
NS-00322,50,Female,Sedan,Diesel,Tier 1,0,9,1025000,1.0,0,,,,0
NS-02369,37,Male,Sedan,Diesel,Tier 3,25,1,1006000,1.0,0,,,,0
NS-01757,22,Female,Sedan,Petrol,Tier 2,25,4,1174000,1.0,0,,,,0
NS-00292,23,Male,SUV,Petrol,Tier 1,20,10,1465000,1.0,0,,,,0
NS-01558,29,Female,Hatchback,Petrol,Tier 2,0,2,521000,1.0,0,,,,0
NS-02134,46,Male,Two-Wheeler,Petrol,Tier 3,50,2,91000,1.0,0,,,,0
NS-00496,34,Female,Two-Wheeler,Petrol,Tier 1,25,2,143000,1.0,0,,,,0
NS-01685,46,Male,Two-Wheeler,Petrol,Tier 2,0,13,61000,1.0,0,,,,0
NS-00480,60,Female,Hatchback,Diesel,Tier 1,0,14,690000,1.0,0,,,,0
NS-01421,46,Male,SUV,Petrol,Tier 2,35,15,1999000,1.0,0,,,,0
NS-01548,45,Female,SUV,Petrol,Tier 2,20,13,965000,1.0,1,43600.0,Collision,Storm,0
NS-02202,30,Male,Sedan,CNG,Tier 3,45,2,602000,1.0,0,,,,0
NS-00945,29,Female,Sedan,Petrol,Tier 1,0,15,964000,1.0,0,,,,0
NS-01314,55,Female,Hatchback,Diesel,Tier 2,20,11,663000,1.0,0,,,,0
NS-00300,34,Male,SUV,Petrol,Tier 1,25,2,1276000,1.0,0,,,,0
NS-02115,37,Female,Hatchback,Electric,Tier 3,20,4,559000,1.0,1,31300.0,Collision,Clear,0
NS-00333,39,Male,Sedan,Diesel,Tier 1,0,9,871000,1.0,0,,,,0
NS-00680,58,Male,SUV,Petrol,Tier 1,20,4,1112000,1.0,0,,,,0
NS-00465,25,Female,Hatchback,Petrol,Tier 1,35,8,696000,1.0,0,,,,0
NS-01935,33,Male,Two-Wheeler,Diesel,Tier 3,20,14,107000,1.0,0,,,,0
NS-01743,52,Female,Two-Wheeler,Petrol,Tier 2,50,3,148000,1.0,0,,,,0
NS-00221,32,Female,Hatchback,Diesel,Tier 1,45,1,581000,1.0,0,,,,0
NS-01857,57,Male,SUV,CNG,Tier 3,20,4,1458000,1.0,1,10400.0,Fire,Clear,0
NS-01379,40,Female,Sedan,Diesel,Tier 2,25,0,905000,1.0,1,47900.0,Collision,Clear,0
NS-02295,42,Male,Hatchback,Petrol,Tier 3,25,6,527000,1.0,0,,,,0
NS-02396,63,Male,SUV,Petrol,Tier 3,25,10,1194000,1.0,0,,,,0
NS-00085,23,Male,Sedan,Petrol,Tier 1,20,1,1111000,1.0,0,,,,0
NS-01897,36,Female,SUV,Diesel,Tier 3,35,2,2089000,1.0,0,,,,0
NS-01880,63,Male,Two-Wheeler,Petrol,Tier 3,0,4,107000,1.0,0,,,,0
NS-01977,59,Female,Two-Wheeler,Petrol,Tier 3,25,14,79000,1.0,0,,,,0
NS-00110,45,Female,Sedan,Diesel,Tier 1,35,6,1169000,1.0,0,,,,0
NS-00857,42,Female,Sedan,Diesel,Tier 1,0,8,825000,1.0,0,,,,0
NS-00783,27,Male,Sedan,Petrol,Tier 1,0,9,771000,1.0,1,23000.0,Collision,Storm,0
NS-00291,35,Female,SUV,Diesel,Tier 1,0,9,1702000,1.0,0,,,,0
NS-02005,37,Male,Sedan,Petrol,Tier 3,0,6,630000,1.0,1,104200.0,Third-Party Liability,Clear,0
NS-01243,38,Female,Two-Wheeler,CNG,Tier 2,35,8,180000,1.0,1,32600.0,Fire,Rain,0
NS-01939,52,Male,Sedan,Petrol,Tier 3,0,0,1133000,1.0,0,,,,0
NS-00832,39,Female,Sedan,Petrol,Tier 1,20,15,1064000,1.0,0,,,,0
NS-00411,51,Female,Sedan,Diesel,Tier 1,20,15,828000,1.0,0,,,,0
NS-01196,61,Male,Hatchback,Petrol,Tier 2,35,9,503000,1.0,0,,,,0
NS-01815,21,Female,SUV,Diesel,Tier 3,0,2,1700000,1.0,0,,,,0
NS-02383,34,Female,Sedan,Diesel,Tier 3,20,6,967000,1.0,0,,,,0
NS-00612,40,Female,SUV,Diesel,Tier 1,20,10,1694000,1.0,0,,,,0
NS-00213,56,Male,Hatchback,Electric,Tier 1,20,7,529000,1.0,1,18900.0,Third-Party Liability,Clear,0
NS-00745,43,Male,Hatchback,Petrol,Tier 1,20,10,638000,1.0,0,,,,0
NS-02386,47,Male,Two-Wheeler,Petrol,Tier 3,25,3,135000,1.0,0,,,,0
NS-00651,29,Female,Sedan,Diesel,Tier 1,45,10,1174000,1.0,0,,,,0
NS-00757,56,Male,Hatchback,Petrol,Tier 1,25,11,364000,1.0,0,,,,0
NS-02392,22,Male,Hatchback,CNG,Tier 3,0,1,561000,1.0,0,,,,0
NS-01042,43,Male,Hatchback,Petrol,Tier 2,0,15,458000,1.0,0,,,,0
NS-01899,52,Male,Sedan,CNG,Tier 3,0,2,807000,1.0,0,,,,0
NS-01689,51,Female,SUV,Petrol,Tier 2,0,5,1510000,1.0,0,,,,0
NS-00019,48,Male,Sedan,CNG,Tier 1,35,11,683000,1.0,0,,,,0
NS-00789,50,Male,Hatchback,Diesel,Tier 1,20,9,475000,1.0,0,,,,0
NS-01363,54,Male,SUV,CNG,Tier 2,20,5,1038000,1.0,0,,,,0
NS-02072,29,Male,Sedan,Petrol,Tier 3,0,5,633000,1.0,0,,,,0
NS-01000,36,Female,Hatchback,Petrol,Tier 1,25,14,647000,1.0,0,,,,0
NS-00743,55,Female,Hatchback,Petrol,Tier 1,0,3,433000,1.0,0,,,,0
NS-01875,39,Female,SUV,CNG,Tier 3,25,3,1777000,1.0,0,,,,0
NS-00077,60,Male,Hatchback,Petrol,Tier 1,25,3,507000,1.0,0,,,,0
NS-00451,35,Female,Sedan,Petrol,Tier 1,0,6,1013000,1.0,0,,,,0
NS-01312,28,Female,Hatchback,Petrol,Tier 2,0,9,683000,1.0,0,,,,0
NS-02074,62,Male,Two-Wheeler,CNG,Tier 3,35,8,135000,1.0,0,,,,0
NS-01414,52,Male,Sedan,Petrol,Tier 2,0,4,995000,1.0,0,,,,0
NS-00862,22,Male,SUV,Petrol,Tier 1,35,6,1381000,1.0,0,,,,0
NS-00169,47,Male,Hatchback,Petrol,Tier 1,35,13,464000,1.0,0,,,,0
NS-01993,56,Female,Hatchback,CNG,Tier 3,50,12,467000,1.0,0,,,,0
NS-00606,40,Female,Sedan,Petrol,Tier 1,45,6,703000,1.0,0,,,,0
NS-01226,54,Female,Hatchback,Petrol,Tier 2,35,4,632000,1.0,0,,,,0
NS-02061,39,Male,Hatchback,Petrol,Tier 3,0,15,364000,1.0,0,,,,0
NS-00220,36,Male,Two-Wheeler,Petrol,Tier 1,0,14,190000,1.0,0,,,,0
NS-00614,59,Male,Two-Wheeler,Diesel,Tier 1,25,15,69000,1.0,0,,,,0
NS-01386,57,Female,Sedan,Petrol,Tier 2,20,9,1146000,1.0,0,,,,0
NS-01536,63,Female,SUV,Petrol,Tier 2,0,3,1045000,1.0,0,,,,0
NS-00304,38,Female,Two-Wheeler,CNG,Tier 1,0,10,153000,1.0,0,,,,0
NS-01573,36,Male,SUV,Petrol,Tier 2,25,12,1920000,1.0,0,,,,0
NS-01250,60,Male,SUV,Petrol,Tier 2,35,4,2104000,1.0,0,,,,0
NS-00989,40,Male,Two-Wheeler,Petrol,Tier 1,0,1,146000,1.0,0,,,,0
NS-01559,33,Female,Sedan,Petrol,Tier 2,0,6,1195000,1.0,0,,,,0
NS-02105,45,Female,Sedan,Petrol,Tier 3,25,1,757000,1.0,0,,,,0
NS-01852,47,Male,Sedan,Petrol,Tier 3,35,6,1030000,1.0,0,,,,0
NS-00914,25,Male,Sedan,Diesel,Tier 1,20,0,755000,1.0,0,,,,0
NS-00801,45,Male,SUV,Petrol,Tier 1,0,4,2146000,1.0,0,,,,0
NS-01111,44,Male,Hatchback,Diesel,Tier 2,25,1,597000,1.0,0,,,,0
NS-01881,46,Male,Hatchback,Petrol,Tier 3,20,11,690000,1.0,0,,,,0
NS-00369,47,Female,Two-Wheeler,Petrol,Tier 1,0,7,151000,1.0,0,,,,0
NS-00232,37,Female,Sedan,Petrol,Tier 1,35,15,627000,1.0,0,,,,0
NS-01846,52,Male,Two-Wheeler,Petrol,Tier 3,20,3,199000,1.0,0,,,,0
NS-00136,45,Female,Sedan,Diesel,Tier 1,0,14,768000,1.0,0,,,,0
NS-00026,57,Male,Hatchback,Petrol,Tier 1,35,0,355000,1.0,0,,,,0
NS-01171,21,Male,Hatchback,Diesel,Tier 2,0,3,499000,1.0,0,,,,0
NS-01280,28,Female,Sedan,Petrol,Tier 2,20,4,995000,1.0,0,,,,0
NS-00890,43,Male,Hatchback,CNG,Tier 1,35,1,581000,1.0,0,,,,0
NS-02093,46,Female,Two-Wheeler,Petrol,Tier 3,0,5,73000,1.0,0,,,,0
NS-00974,24,Male,Hatchback,CNG,Tier 1,0,13,481000,1.0,0,,,,0
NS-00193,44,Female,Sedan,Diesel,Tier 1,0,3,1182000,1.0,0,,,,0
NS-00290,36,Female,Hatchback,Diesel,Tier 1,0,14,449000,1.0,0,,,,0
NS-00787,46,Female,Sedan,Petrol,Tier 1,45,7,962000,1.0,0,,,,0
NS-01450,30,Female,Hatchback,Electric,Tier 2,50,9,565000,1.0,1,40300.0,Collision,Rain,0
NS-01367,62,Male,Sedan,Petrol,Tier 2,0,11,796000,1.0,0,,,,0
NS-01730,65,Female,Hatchback,Diesel,Tier 2,0,2,683000,1.0,1,32200.0,Collision,Rain,0
NS-01086,49,Female,SUV,Diesel,Tier 2,0,11,1694000,1.0,0,,,,0
NS-00737,29,Female,Two-Wheeler,Diesel,Tier 1,45,9,168000,1.0,0,,,,0
NS-00874,56,Male,Hatchback,Diesel,Tier 1,0,14,426000,1.0,0,,,,0
NS-00129,37,Male,Sedan,Petrol,Tier 1,0,12,709000,1.0,0,,,,0
NS-02010,63,Female,Sedan,Diesel,Tier 3,0,13,1176000,1.0,0,,,,0
NS-01994,22,Female,Two-Wheeler,Diesel,Tier 3,20,1,145000,1.0,0,,,,0
NS-00678,57,Male,SUV,Petrol,Tier 1,20,7,2053000,1.0,0,,,,0
NS-01495,22,Male,Two-Wheeler,Petrol,Tier 2,20,15,136000,1.0,0,,,,0
NS-00234,53,Male,SUV,Diesel,Tier 1,45,3,1632000,1.0,0,,,,0
NS-00811,62,Male,Two-Wheeler,Petrol,Tier 1,45,5,176000,1.0,0,,,,0
NS-00308,44,Female,Sedan,Petrol,Tier 1,0,5,1191000,1.0,0,,,,0
NS-00509,29,Female,Sedan,Petrol,Tier 1,20,4,752000,1.0,0,,,,0
NS-01630,44,Male,Two-Wheeler,Petrol,Tier 2,35,3,166000,1.0,0,,,,0
NS-00384,52,Male,SUV,Petrol,Tier 1,0,11,994000,1.0,0,,,,0
NS-02058,44,Female,Hatchback,Petrol,Tier 3,20,1,697000,1.0,0,,,,0
NS-00943,62,Female,Two-Wheeler,Petrol,Tier 1,35,13,190000,1.0,0,,,,0
NS-02223,42,Female,Hatchback,Petrol,Tier 3,0,0,451000,1.0,0,,,,0
NS-00508,36,Male,Sedan,Petrol,Tier 1,25,1,1102000,1.0,0,,,,0
NS-00178,37,Male,Sedan,Diesel,Tier 1,0,5,605000,1.0,0,,,,0
NS-00427,48,Female,Two-Wheeler,Diesel,Tier 1,25,14,131000,1.0,0,,,,0
NS-01581,56,Male,SUV,Petrol,Tier 2,20,2,2026000,1.0,0,,,,0
NS-00695,59,Male,Hatchback,Petrol,Tier 1,45,3,389000,1.0,0,,,,0
NS-02127,44,Female,Hatchback,Petrol,Tier 3,20,11,696000,1.0,1,44800.0,Collision,Fog,0
NS-00185,29,Female,Hatchback,Diesel,Tier 1,0,1,686000,1.0,1,41500.0,Natural Disaster,Rain,0
NS-01785,43,Female,Sedan,Petrol,Tier 2,45,6,873000,1.0,1,33900.0,Collision,Fog,0
NS-02168,30,Female,Hatchback,Petrol,Tier 3,35,7,663000,1.0,0,,,,0
NS-01809,64,Female,Sedan,Diesel,Tier 3,20,5,621000,1.0,0,,,,0
NS-02258,54,Male,Sedan,Petrol,Tier 3,45,3,1035000,1.0,0,,,,0
NS-00299,25,Female,Hatchback,Diesel,Tier 1,0,11,688000,1.0,0,,,,0
NS-01037,38,Female,Hatchback,Diesel,Tier 2,0,9,579000,1.0,0,,,,0
NS-01001,64,Male,Hatchback,Petrol,Tier 2,50,6,688000,1.0,0,,,,0
NS-00622,45,Female,Hatchback,Diesel,Tier 1,20,8,529000,1.0,0,,,,0
NS-02131,28,Female,Two-Wheeler,Petrol,Tier 3,35,13,134000,1.0,0,,,,0
NS-02320,26,Male,Hatchback,Petrol,Tier 3,0,15,392000,1.0,0,,,,0
NS-00582,60,Female,SUV,Diesel,Tier 1,25,8,1328000,1.0,0,,,,0
NS-01967,53,Male,Hatchback,Petrol,Tier 3,25,12,425000,1.0,0,,,,0
NS-00179,58,Female,Two-Wheeler,Diesel,Tier 1,0,3,73000,1.0,0,,,,0
NS-02175,49,Male,Sedan,Diesel,Tier 3,25,15,822000,1.0,0,,,,0
NS-00325,25,Male,Sedan,CNG,Tier 1,35,3,1168000,1.0,1,57000.0,Collision,Fog,0
NS-00566,36,Female,Hatchback,Petrol,Tier 1,35,5,463000,1.0,0,,,,0
NS-01238,32,Female,Sedan,Diesel,Tier 2,20,11,1170000,1.0,0,,,,0
NS-01341,54,Male,Hatchback,Petrol,Tier 2,25,10,687000,1.0,0,,,,0
NS-00565,21,Male,Hatchback,Diesel,Tier 1,0,0,644000,1.0,0,,,,0
NS-00119,60,Male,Two-Wheeler,Diesel,Tier 1,20,7,92000,1.0,1,12900.0,Collision,Rain,0
NS-00487,51,Female,SUV,Petrol,Tier 1,20,6,1179000,1.0,0,,,,0
NS-01293,41,Male,SUV,Petrol,Tier 2,0,5,2080000,1.0,0,,,,0
NS-00282,28,Female,Sedan,Petrol,Tier 1,50,5,1006000,1.0,0,,,,0
NS-01455,32,Female,SUV,Diesel,Tier 2,0,10,2130000,1.0,0,,,,0
NS-00529,31,Male,SUV,Diesel,Tier 1,0,5,1192000,1.0,0,,,,0
NS-01647,42,Male,Two-Wheeler,Petrol,Tier 2,20,12,120000,1.0,0,,,,0
NS-00655,30,Female,SUV,Diesel,Tier 1,50,3,1482000,1.0,0,,,,0
NS-00835,60,Male,Two-Wheeler,Petrol,Tier 1,20,12,96000,1.0,1,31000.0,Collision,Clear,0
NS-01362,34,Female,Sedan,Petrol,Tier 2,35,5,1010000,1.0,0,,,,0
NS-02037,32,Male,SUV,Diesel,Tier 3,35,4,1306000,1.0,0,,,,0
NS-01868,26,Female,SUV,Petrol,Tier 3,25,7,2065000,1.0,0,,,,0
NS-01462,46,Female,Hatchback,Petrol,Tier 2,25,10,659000,1.0,0,,,,0
NS-00977,48,Female,SUV,Petrol,Tier 1,50,9,1129000,1.0,0,,,,0
NS-00619,45,Female,Hatchback,CNG,Tier 1,25,2,506000,1.0,0,,,,0
NS-01727,27,Female,Two-Wheeler,Petrol,Tier 2,20,14,188000,1.0,1,55900.0,Theft,Clear,0
NS-00367,43,Male,Sedan,Diesel,Tier 1,35,2,882000,1.0,0,,,,0
NS-01222,40,Female,Two-Wheeler,CNG,Tier 2,50,14,97000,1.0,0,,,,0
NS-02273,60,Male,SUV,Diesel,Tier 3,35,2,1461000,1.0,0,,,,0
NS-00044,60,Female,Sedan,Petrol,Tier 1,0,8,1093000,1.0,0,,,,0
NS-00734,22,Male,Two-Wheeler,Petrol,Tier 1,25,4,159000,1.0,0,,,,0
NS-02219,57,Female,Hatchback,Petrol,Tier 3,20,11,569000,1.0,1,51500.0,Theft,Rain,0
NS-01833,31,Male,Hatchback,CNG,Tier 3,0,8,607000,1.0,0,,,,0
NS-00204,47,Male,Sedan,Petrol,Tier 1,35,0,975000,1.0,0,,,,0
NS-00175,44,Male,Two-Wheeler,Diesel,Tier 1,0,8,190000,1.0,0,,,,0
NS-00421,50,Female,Hatchback,CNG,Tier 1,45,6,697000,1.0,0,,,,0
NS-00893,48,Female,SUV,Petrol,Tier 1,0,0,1000000,1.0,0,,,,0
NS-00121,40,Male,Hatchback,Petrol,Tier 1,25,1,635000,1.0,0,,,,0
NS-00284,22,Male,Hatchback,Electric,Tier 1,0,1,534000,1.0,0,,,,0
NS-01728,24,Female,Hatchback,Diesel,Tier 2,25,0,635000,1.0,0,,,,0
NS-01985,63,Male,Sedan,Electric,Tier 3,0,8,1142000,1.0,0,,,,0
NS-00648,33,Male,Sedan,Diesel,Tier 1,20,6,955000,1.0,0,,,,0
NS-01177,37,Male,SUV,Petrol,Tier 2,25,14,1679000,1.0,0,,,,0
NS-01407,45,Female,Hatchback,Petrol,Tier 2,35,4,643000,1.0,0,,,,0
NS-01437,45,Male,Hatchback,Diesel,Tier 2,35,6,635000,1.0,0,,,,0
NS-01952,21,Female,Hatchback,Petrol,Tier 3,0,11,447000,1.0,0,,,,0
NS-00600,25,Female,Hatchback,Petrol,Tier 1,20,4,402000,1.0,1,37800.0,Theft,Rain,0
NS-00276,54,Male,Hatchback,Petrol,Tier 1,45,7,644000,1.0,0,,,,0
NS-01984,25,Female,SUV,CNG,Tier 3,50,5,1697000,1.0,0,,,,0
NS-01090,22,Male,SUV,Petrol,Tier 2,0,14,1999000,1.0,0,,,,0
NS-00361,55,Male,Hatchback,Petrol,Tier 1,0,6,562000,1.0,1,41000.0,Collision,Fog,0
NS-01608,48,Female,Hatchback,Petrol,Tier 2,25,4,491000,1.0,0,,,,0
NS-02049,50,Female,Two-Wheeler,Petrol,Tier 3,0,3,197000,1.0,0,,,,0
NS-01188,27,Female,Sedan,Diesel,Tier 2,0,2,1113000,1.0,0,,,,0
NS-02149,52,Male,SUV,Diesel,Tier 3,25,10,1923000,1.0,0,,,,0
NS-00458,63,Male,Hatchback,Diesel,Tier 1,0,13,677000,1.0,1,17800.0,Theft,Rain,0
NS-01905,34,Female,SUV,Petrol,Tier 3,45,2,978000,1.0,0,,,,0
NS-00742,62,Female,Hatchback,Diesel,Tier 1,35,12,430000,1.0,0,,,,0
NS-01428,32,Male,Hatchback,CNG,Tier 2,0,4,591000,1.0,0,,,,0
NS-01814,37,Female,Sedan,CNG,Tier 3,20,1,917000,1.0,0,,,,0
NS-01563,48,Female,SUV,Diesel,Tier 2,0,6,1909000,1.0,0,,,,0
NS-01976,63,Female,SUV,Diesel,Tier 3,25,14,2097000,1.0,1,15300.0,Third-Party Liability,Clear,0
NS-00287,39,Male,Hatchback,Diesel,Tier 1,0,7,614000,1.0,0,,,,0
NS-02189,43,Male,Hatchback,CNG,Tier 3,0,15,508000,1.0,0,,,,0
NS-00407,59,Female,Hatchback,Petrol,Tier 1,0,1,617000,1.0,0,,,,0
NS-01612,27,Female,Sedan,Diesel,Tier 2,0,0,1176000,1.0,0,,,,0
NS-00164,53,Female,Sedan,Petrol,Tier 1,35,13,700000,1.0,0,,,,0
NS-00696,26,Male,Two-Wheeler,CNG,Tier 1,35,6,66000,1.0,0,,,,0
NS-01205,46,Female,Sedan,Diesel,Tier 2,0,1,694000,1.0,0,,,,0
NS-00424,32,Male,Sedan,Petrol,Tier 1,0,10,1021000,1.0,0,,,,0
NS-01641,42,Female,SUV,Petrol,Tier 2,20,12,1368000,1.0,1,26100.0,Collision,Clear,1
NS-01447,45,Female,Two-Wheeler,Diesel,Tier 2,0,2,165000,1.0,0,,,,0
NS-01438,53,Male,Two-Wheeler,Diesel,Tier 2,50,8,154000,1.0,1,50600.0,Collision,Clear,0
NS-01279,37,Male,Hatchback,Petrol,Tier 2,35,5,373000,1.0,0,,,,0
NS-00066,50,Male,Two-Wheeler,Petrol,Tier 1,35,12,91000,1.0,0,,,,0
NS-02300,39,Female,Hatchback,Diesel,Tier 3,35,2,381000,1.0,0,,,,0
NS-01714,32,Male,Hatchback,Petrol,Tier 2,25,4,471000,1.0,0,,,,0
NS-02347,50,Male,Sedan,Petrol,Tier 3,0,4,980000,1.0,0,,,,0
NS-01519,40,Female,Sedan,CNG,Tier 2,0,2,1008000,1.0,0,,,,0
NS-00231,56,Female,SUV,Petrol,Tier 1,25,13,2108000,1.0,0,,,,0
NS-01749,27,Female,SUV,Petrol,Tier 2,35,2,2063000,1.0,0,,,,0
NS-00583,22,Male,Hatchback,Petrol,Tier 1,0,6,420000,1.0,0,,,,0
NS-01413,33,Male,SUV,Electric,Tier 2,50,2,938000,1.0,1,77800.0,Collision,Rain,0
NS-01464,31,Male,Sedan,Petrol,Tier 2,25,3,733000,1.0,0,,,,0
NS-00597,51,Male,Sedan,Petrol,Tier 1,25,10,1123000,1.0,1,52000.0,Third-Party Liability,Fog,0
NS-00932,36,Male,Sedan,Petrol,Tier 1,0,6,642000,1.0,0,,,,0
NS-00375,34,Female,Sedan,Petrol,Tier 1,0,4,797000,1.0,0,,,,0
NS-00621,33,Male,Two-Wheeler,CNG,Tier 1,25,1,80000,1.0,0,,,,0
NS-01383,32,Female,Two-Wheeler,Petrol,Tier 2,0,5,144000,1.0,0,,,,0
NS-02221,31,Male,Two-Wheeler,Petrol,Tier 3,20,7,74000,1.0,0,,,,0
NS-00298,37,Female,Hatchback,Petrol,Tier 1,20,3,538000,1.0,0,,,,0
NS-01334,28,Female,Hatchback,Diesel,Tier 2,25,5,634000,1.0,0,,,,0
NS-00100,45,Female,Two-Wheeler,Petrol,Tier 1,0,8,140000,1.0,0,,,,0
NS-00671,49,Female,Hatchback,Diesel,Tier 1,45,6,496000,1.0,0,,,,0
NS-00694,62,Male,Sedan,Petrol,Tier 1,0,10,1091000,1.0,1,31700.0,Theft,Clear,0
NS-00530,45,Male,SUV,Diesel,Tier 1,35,1,2108000,1.0,0,,,,0
NS-02051,57,Female,Sedan,Electric,Tier 3,50,10,701000,1.0,0,,,,0
NS-02201,33,Female,Sedan,Electric,Tier 3,20,0,709000,1.0,0,,,,0
NS-02110,49,Male,Hatchback,Petrol,Tier 3,50,13,625000,1.0,0,,,,0
NS-00186,42,Female,Hatchback,Petrol,Tier 1,20,12,380000,1.0,1,71600.0,Natural Disaster,Clear,0
NS-02353,65,Male,SUV,Diesel,Tier 3,50,0,1184000,1.0,0,,,,0
NS-00884,46,Male,Hatchback,Petrol,Tier 1,20,11,423000,1.0,0,,,,0
NS-01242,61,Male,Hatchback,Petrol,Tier 2,0,12,531000,1.0,0,,,,0
NS-01494,45,Male,Hatchback,Petrol,Tier 2,0,8,671000,1.0,0,,,,0
NS-00512,30,Female,Hatchback,Petrol,Tier 1,0,3,561000,1.0,0,,,,0
NS-01792,40,Female,Hatchback,CNG,Tier 2,0,15,350000,1.0,0,,,,0
NS-01030,27,Female,Hatchback,CNG,Tier 2,0,11,629000,1.0,0,,,,0
NS-01264,36,Male,Hatchback,Diesel,Tier 2,25,2,401000,1.0,0,,,,0
NS-01005,60,Female,Sedan,Diesel,Tier 2,35,2,745000,1.0,0,,,,0
NS-01411,22,Female,Hatchback,Diesel,Tier 2,35,13,365000,1.0,0,,,,0
NS-00953,62,Female,Hatchback,Petrol,Tier 1,0,13,438000,1.0,0,,,,0
NS-02076,28,Male,Hatchback,CNG,Tier 3,0,2,521000,1.0,0,,,,0
NS-00907,65,Male,Two-Wheeler,Petrol,Tier 1,35,0,164000,1.0,0,,,,0
NS-02185,28,Male,Hatchback,CNG,Tier 3,20,14,481000,1.0,0,,,,0
NS-00024,22,Male,Two-Wheeler,Petrol,Tier 1,45,15,153000,1.0,0,,,,0
NS-01006,52,Female,Sedan,Petrol,Tier 2,0,11,929000,1.0,0,,,,0
NS-01751,57,Male,Hatchback,Petrol,Tier 2,45,14,407000,1.0,0,,,,0
NS-00808,37,Female,SUV,Diesel,Tier 1,0,11,1741000,1.0,0,,,,0
NS-02294,42,Female,Sedan,Diesel,Tier 3,25,8,1158000,1.0,0,,,,0
NS-01554,32,Female,SUV,Petrol,Tier 2,20,10,1410000,1.0,0,,,,0
NS-02203,52,Male,Two-Wheeler,Diesel,Tier 3,25,10,75000,1.0,0,,,,0
NS-01947,26,Male,Hatchback,Diesel,Tier 3,25,10,548000,1.0,0,,,,0
NS-02080,49,Female,SUV,Petrol,Tier 3,45,4,1913000,1.0,0,,,,0
NS-00312,45,Male,Two-Wheeler,CNG,Tier 1,0,9,143000,1.0,0,,,,0
NS-00352,65,Male,Hatchback,Petrol,Tier 1,20,4,469000,1.0,0,,,,0
NS-00549,49,Female,Sedan,Petrol,Tier 1,25,13,1055000,1.0,0,,,,0
NS-00307,51,Female,Sedan,Diesel,Tier 1,20,8,1084000,1.0,0,,,,0
NS-00288,50,Female,Two-Wheeler,Petrol,Tier 1,35,3,183000,1.0,0,,,,0
NS-01732,25,Female,Two-Wheeler,Petrol,Tier 2,25,0,80000,1.0,0,,,,0
NS-01034,54,Female,Hatchback,Petrol,Tier 2,0,2,455000,1.0,0,,,,0
NS-01259,30,Female,Two-Wheeler,CNG,Tier 2,35,14,148000,1.0,0,,,,0
NS-02356,53,Female,SUV,CNG,Tier 3,0,2,1455000,1.0,0,,,,0
NS-01460,33,Female,Sedan,Petrol,Tier 2,0,5,802000,1.0,0,,,,0
NS-02044,31,Male,Hatchback,Diesel,Tier 3,35,0,489000,1.0,0,,,,0
NS-00637,34,Male,Sedan,Petrol,Tier 1,25,15,940000,1.0,1,39700.0,Collision,Fog,0
NS-01305,60,Male,SUV,Petrol,Tier 2,0,13,2162000,1.0,0,,,,0
NS-01545,45,Male,Hatchback,Diesel,Tier 2,20,4,350000,1.0,1,60800.0,Natural Disaster,Clear,0
NS-01308,60,Male,Hatchback,Petrol,Tier 2,0,1,476000,1.0,0,,,,0
NS-01044,45,Male,Two-Wheeler,Petrol,Tier 2,0,11,199000,1.0,0,,,,0
NS-00014,44,Male,Sedan,Diesel,Tier 1,35,7,741000,1.0,0,,,,0
NS-01273,47,Female,Sedan,Diesel,Tier 2,50,13,1085000,1.0,0,,,,0
NS-00515,24,Male,Sedan,Petrol,Tier 1,35,13,837000,1.0,0,,,,0
NS-00410,62,Female,SUV,Diesel,Tier 1,20,13,1147000,1.0,0,,,,0
NS-01476,35,Male,Two-Wheeler,Petrol,Tier 2,35,5,188000,1.0,1,23000.0,Collision,Clear,0
NS-00314,46,Male,Sedan,Electric,Tier 1,20,11,1152000,1.0,0,,,,0
NS-01698,55,Male,Hatchback,Diesel,Tier 2,35,14,619000,1.0,0,,,,0
NS-00679,33,Female,Sedan,CNG,Tier 1,20,10,603000,1.0,0,,,,0
